,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,param_positive,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,mean_train_r2,std_train_r2,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_train_rmse,split1_train_rmse,split2_train_rmse,split3_train_rmse,mean_train_rmse,std_train_rmse
0,0.036837995052337646,0.0012013405612867041,0.009350419044494629,0.008165623186107099,True,True,"{'fit_intercept': True, 'positive': True}",0.6078176674577674,0.6186609558963037,0.6008094008665144,0.5656451318103393,0.5982332890077312,0.019860603129153012,1,0.6172325058306978,0.613387327314036,0.6213557932312368,0.6301596131063729,0.6205338098705859,0.00623102250585986,-31633.021358740752,-31712.40209328223,-32047.84396533152,-31852.908117459858,31811.54388370359,157.51834412114508,1,-31035.568054156603,-31047.042387221343,-30852.531697187176,-30957.212506434516,30973.08866124991,77.7156065388292
