,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,param_positive,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,mean_train_r2,std_train_r2,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_train_rmse,split1_train_rmse,split2_train_rmse,split3_train_rmse,mean_train_rmse,std_train_rmse
0,0.037986040115356445,0.0011593324847913615,0.005129575729370117,0.0012447851253534847,True,True,"{'fit_intercept': True, 'positive': True}",0.6295102389290695,0.602830015469314,0.5646601826135093,0.5857833680094235,0.595695951255329,0.02374752179116439,1,0.6023338690190916,0.6099051733234411,0.6192139193157558,0.6160652841508697,0.6118795614522895,0.006448479128665695,-30294.373293963028,-31953.510346986957,-34589.07930072889,-32395.442895340973,32308.10145925496,1532.2633928556554,1,-32292.7010762384,-31788.90469116998,-31042.462603346677,-31601.714182469776,31681.44563830621,447.16805634457677
