,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,mean_train_r2,std_train_r2,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_train_rmse,split1_train_rmse,split2_train_rmse,split3_train_rmse,mean_train_rmse,std_train_rmse
0,1.56668221950531,0.015486378106812538,0.013844788074493408,0.0005077992901088562,0.6247240713084175,1.9014286128198323,0.0831993941811405,1,3,714,0.6674996517121548,"{'colsample_bytree': 0.6247240713084175, 'gamma': 1.9014286128198323, 'learning_rate': 0.0831993941811405, 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 714, 'subsample': 0.6674996517121548}",0.6153718279369502,0.6412284771452141,0.6268466641191853,0.6029342042719759,0.6215952933683313,0.014142193679000898,6,0.6491672671102389,0.6449878604338302,0.6500429903143783,0.6600333986505602,0.6510578791272519,0.005522895317520243,-31326.884614009,-30759.727563883127,-30985.059117298166,-30454.956313864954,30881.65690226381,318.53566875538036,6,-29712.707494206275,-29751.152478090597,-29660.775200222364,-29680.609006663624,29701.311044795715,34.226366335593454
1,1.5787442326545715,0.0077973579741753936,0.016893088817596436,0.005497561839858179,0.45998494949080176,0.9184977839317343,0.04337086111390219,3,4,408,0.9819459112971965,"{'colsample_bytree': 0.45998494949080176, 'gamma': 0.9184977839317343, 'learning_rate': 0.04337086111390219, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 408, 'subsample': 0.9819459112971965}",0.6231905862625173,0.6438791964443786,0.6300979964717821,0.6009786662207606,0.6245366113498596,0.015506878835330196,4,0.6888643259506294,0.6829876560915413,0.6845129261770312,0.6943537056774844,0.6876796534741716,0.0044155810178866965,-31006.84184251797,-30645.885522835528,-30849.775411175426,-30529.859111935075,30758.090472115997,183.68646979313493,4,-27981.24788333507,-28113.847091516458,-28162.158206169977,-28142.60197292118,28099.96378848567,70.66182243938007
2,1.7268807888031006,0.019531674929492097,0.01423180103302002,0.0024284559343077344,0.899465584480253,0.4246782213565523,0.028182496720710062,1,3,559,0.7669918962929685,"{'colsample_bytree': 0.899465584480253, 'gamma': 0.4246782213565523, 'learning_rate': 0.028182496720710062, 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 559, 'subsample': 0.7669918962929685}",0.5651553557591502,0.6038633098453112,0.5809502172753871,0.5599613494581355,0.577482558084496,0.0170801155779783,10,0.5856416071498018,0.5813080054368118,0.5867011610231982,0.5980713723528042,0.587930536490654,0.006193646565424337,-33309.16337828478,-32321.8370852503,-32835.33675964331,-32060.63753935031,32631.743690632175,480.2478295265955,10,-32290.907034333668,-32309.446672967733,-32233.483419825534,-32272.24301179663,32276.52003473089,28.114019682546285
3,2.3946321606636047,0.010415818213826656,0.016221582889556885,0.002195464118505002,0.40423978313183045,0.046124850082831514,0.06247746602583892,3,4,575,0.9842533113048755,"{'colsample_bytree': 0.40423978313183045, 'gamma': 0.046124850082831514, 'learning_rate': 0.06247746602583892, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 575, 'subsample': 0.9842533113048755}",0.6273724918619885,0.6432113054303289,0.6307937840078439,0.6047147412033724,0.6265230806258835,0.013901986569514684,3,0.7249857640748882,0.7190722655226385,0.7201753437121787,0.7312593637714072,0.7238731842702781,0.004809270398383951,-30834.301745910532,-30674.60965738712,-30820.74746267512,-30386.595978530324,30679.063711125775,180.09049537743613,3,-26306.90533583836,-26465.463248874996,-26522.724758762626,-26388.90389783761,26420.999310328396,81.19830541351777
4,4.027488708496094,0.021240332583139884,0.018440842628479004,0.0010490858071459958,0.5396628042581826,0.1812128690656416,0.07183860093330872,3,4,931,0.680057735948788,"{'colsample_bytree': 0.5396628042581826, 'gamma': 0.1812128690656416, 'learning_rate': 0.07183860093330872, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 931, 'subsample': 0.680057735948788}",0.6098481161212919,0.620227217719612,0.6283362895276524,0.6031575838754034,0.6153923018109899,0.0096352159780901,9,0.7842492788401195,0.7880171311566782,0.7803715795333781,0.7912168027535829,0.7859636980709397,0.004062718279722302,-31551.0281503191,-31647.209409199007,-30923.15120597889,-30446.388498141132,31141.94431590953,488.4441418055514,9,-23300.66427029958,-22989.6613789152,-23497.37879064761,-23259.611311595127,23261.82893786438,181.01934579084326
5,3.4824016094207764,0.019271430942754224,0.015371978282928467,0.0019965988665245024,0.9159642440417923,1.3606150771755594,0.05504992519695431,2,4,700,0.9793792198447356,"{'colsample_bytree': 0.9159642440417923, 'gamma': 1.3606150771755594, 'learning_rate': 0.05504992519695431, 'max_depth': 2, 'min_child_weight': 4, 'n_estimators': 700, 'subsample': 0.9793792198447356}",0.6263271252399485,0.6459142826095472,0.6304260496817216,0.6062765430728969,0.6272360001510285,0.014134881908089234,2,0.6844586080931514,0.6778918490328804,0.6825817108751937,0.6937366321642374,0.6846672000413657,0.005756577889307184,-30877.52262218343,-30558.195653155195,-30836.09258085952,-30326.50669924836,30649.579388861628,223.3115751209817,1,-28178.66037970746,-28338.90394824416,-28248.222292492806,-28170.996392040775,28234.1957531213,67.52571153610336
6,3.3943480849266052,0.019780302015439444,0.014338970184326172,0.00024353655527896523,0.8850384088698766,0.6092275383467414,0.01976721140063839,3,4,554,0.7659979946695725,"{'colsample_bytree': 0.8850384088698766, 'gamma': 0.6092275383467414, 'learning_rate': 0.01976721140063839, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 554, 'subsample': 0.7659979946695725}",0.6119222064707303,0.6398768164499912,0.6187888523414793,0.5975918813822654,0.6170449391611166,0.015239748200670394,8,0.6708742365341929,0.6655373965720164,0.6699747813885882,0.6811400095860694,0.6718816060202167,0.005714407308898803,-31467.052026156773,-30817.616256187448,-31317.81547596517,-30659.149926431284,31065.40842118517,335.95901100850455,8,-28778.828696389075,-28877.259446877782,-28803.728761276332,-28744.495812340592,28801.078179220945,48.75247392467271
7,2.0955974459648132,0.020039111919265926,0.014002859592437744,0.0014153717630565894,0.8999169470416986,0.34672930701554416,0.049106060757324085,2,4,487,0.5870266456536466,"{'colsample_bytree': 0.8999169470416986, 'gamma': 0.34672930701554416, 'learning_rate': 0.049106060757324085, 'max_depth': 2, 'min_child_weight': 4, 'n_estimators': 487, 'subsample': 0.5870266456536466}",0.6149727411182991,0.6466152633573639,0.6259059209152407,0.6016066514306602,0.622275144205391,0.016478285895948738,5,0.6734189426957455,0.671148308467299,0.6722357574677417,0.6841204254057396,0.6752308585091314,0.005194835984327835,-31343.13265078662,-30527.932756493385,-31024.092180251297,-30505.825498056,30850.24577139683,352.01954988697753,5,-28667.357981892725,-28634.013927428674,-28704.893183713062,-28609.841596517508,28654.026672387994,35.76994785424488
8,3.989676535129547,0.01500946865925759,0.010434508323669434,0.00033134155016894986,0.7120408127066865,1.0934205586865593,0.028485445552552703,3,4,829,0.6698524800218595,"{'colsample_bytree': 0.7120408127066865, 'gamma': 1.0934205586865593, 'learning_rate': 0.028485445552552703, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 829, 'subsample': 0.6698524800218595}",0.6282553470432582,0.6445768253323053,0.6292883782363797,0.6068601667780154,0.6272451793474896,0.013426929940177483,1,0.7165323402875208,0.7140161690301664,0.7150074596706042,0.7245033707442143,0.7175148349331264,0.004133174395036623,-30797.75269116932,-30615.853669173877,-30883.517981719284,-30304.021587240015,30650.286482325624,222.051914678943,2,-26708.157795226838,-26702.561967726237,-26766.519032534765,-26718.54632561571,26723.946280275886,25.239670305854546
9,2.4972776770591736,0.005411492584347392,0.013552308082580566,0.001082047828196954,0.6370901416010887,1.8533177315875884,0.08272719958564209,3,4,561,0.5175897174514872,"{'colsample_bytree': 0.6370901416010887, 'gamma': 1.8533177315875884, 'learning_rate': 0.08272719958564209, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 561, 'subsample': 0.5175897174514872}",0.616720666916922,0.634072500257135,0.6247640680197627,0.6021336557523931,0.6194227227365532,0.011719203190407052,7,0.7571300478978005,0.7571296433237942,0.7570050689010382,0.7646211347051232,0.758971473706939,0.003262231039714605,-31271.90679798429,-31064.97631067776,-31071.403753217593,-30485.641900469807,30973.48219058736,293.6857169667321,7,-24721.741895355863,-24607.610678128873,-24715.747857960407,-24696.67084141595,24685.442818215273,45.88008546917884
