,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_optimizer,param_neurons,param_loss,param_init,param_extra_layer,param_epochs,param_dropout_rate,param_batch_size,param_activation,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,mean_train_r2,std_train_r2,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_train_rmse,split1_train_rmse,split2_train_rmse,split3_train_rmse,mean_train_rmse,std_train_rmse
0,7.626062452793121,0.4506806411614385,1.2695940732955933,0.46645646774671207,RMSProp,64,mse,he_normal,False,20,0.2,64,leakyrelu,"{'optimizer': 'RMSProp', 'neurons': 64, 'loss': 'mse', 'init': 'he_normal', 'extra_layer': False, 'epochs': 20, 'dropout_rate': 0.2, 'batch_size': 64, 'activation': 'leakyrelu'}",0.5805716139754913,0.6046130226788615,0.5597618548138557,0.6024870834268364,0.5868583937237613,0.018256702958554555,1,0.7419923975135901,0.7232809533887707,0.7263881161302435,0.7197188618539099,0.7278450822216286,0.008501999906334774,-32061.71482969965,-33304.97307636203,-34650.35104279466,-30565.17292191524,32645.552967692893,1510.2067994064766,1,-26050.902969460716,-26371.89576289347,-26361.2281599956,-27313.122370930636,26524.287315820107,473.3299476187123
