,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,mean_train_r2,std_train_r2,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_train_rmse,split1_train_rmse,split2_train_rmse,split3_train_rmse,mean_train_rmse,std_train_rmse
0,5.493639647960663,0.32547580368225987,0.05009031295776367,0.006304961166817291,0.6247240713084175,1.9014286128198323,0.0831993941811405,1,2,714,0.6674996517121548,"{'colsample_bytree': 0.6247240713084175, 'gamma': 1.9014286128198323, 'learning_rate': 0.0831993941811405, 'max_depth': 1, 'min_child_weight': 2, 'n_estimators': 714, 'subsample': 0.6674996517121548}",0.6498035516947753,0.6731041914793394,0.646900681911087,0.6523155241768777,0.6555309873155198,0.010325240892381264,4,0.6873011982129497,0.6845636315064518,0.6944769816561724,0.6969608980788498,0.690825677363606,0.00506478350628591,-29891.831849783106,-29361.49593737266,-30140.961642453833,-28498.328747504485,29473.15454427852,629.2872923137335,4,-28051.44791386107,-28043.878309667452,-27713.866260648,-28022.315353405145,27957.876959395413,141.28453869229867
1,4.486191511154175,0.3046101617850092,0.06275129318237305,0.01659984650168603,0.45998494949080176,0.9184977839317343,0.04337086111390219,3,3,408,0.9819459112971965,"{'colsample_bytree': 0.45998494949080176, 'gamma': 0.9184977839317343, 'learning_rate': 0.04337086111390219, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 408, 'subsample': 0.9819459112971965}",0.6548909116011538,0.6726856816899935,0.6397112353303958,0.6519972480669242,0.6548212691721168,0.011783784436433421,5,0.731988184973171,0.7286025384047172,0.7392076557280637,0.7409620379133708,0.7351901042548307,0.005077013120785441,-29673.915814140684,-29380.285017425173,-30446.26509594124,-28511.36968405754,29502.95890289116,692.3422023163477,5,-25969.832245006957,-26012.679045501034,-25604.869577547906,-25908.149139609064,25873.88250191624,159.6973619430158
2,4.990109086036682,0.27149692807892195,0.045143306255340576,0.010171296354002062,0.899465584480253,0.4246782213565523,0.028182496720710062,1,2,559,0.7669918962929685,"{'colsample_bytree': 0.899465584480253, 'gamma': 0.4246782213565523, 'learning_rate': 0.028182496720710062, 'max_depth': 1, 'min_child_weight': 2, 'n_estimators': 559, 'subsample': 0.7669918962929685}",0.5808241538617267,0.6266546341243493,0.5914424662068141,0.5967435492944018,0.598916200871823,0.017009702885707752,10,0.610575122867275,0.6060349532010703,0.6176558920211835,0.6188177742344045,0.6132709355809833,0.005235028873352678,-32703.541606470677,-31378.262015934535,-32421.662195492692,-30691.449780954637,31798.728899713133,807.7114850758551,10,-31304.30167180134,-31340.8692731523,-31002.9021711373,-31428.308088784423,31269.09530121884,160.15499196380753
3,6.123147547245026,0.3609171866274605,0.05644911527633667,0.012036371644422044,0.40423978313183045,0.046124850082831514,0.06247746602583892,3,3,575,0.9842533113048755,"{'colsample_bytree': 0.40423978313183045, 'gamma': 0.046124850082831514, 'learning_rate': 0.06247746602583892, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 575, 'subsample': 0.9842533113048755}",0.6734459574392949,0.6745968089220229,0.6421650748168655,0.6664792472135248,0.664171772097927,0.013079670037496964,1,0.7736842970818509,0.7764439950665856,0.7838992289210762,0.7875172146120397,0.780386183920388,0.0055598836331738925,-28865.17495916316,-29294.386446310215,-30342.406887969064,-27911.82113079773,29103.44735606004,872.9583686736843,1,-23864.34498460733,-23608.878752022123,-23307.908642204253,-23464.78376578173,23561.47903615386,204.7085952012708
4,10.681870639324188,0.23711447085738996,0.045069217681884766,0.0022784315366034813,0.5396628042581826,0.1812128690656416,0.07183860093330872,3,5,931,0.680057735948788,"{'colsample_bytree': 0.5396628042581826, 'gamma': 0.1812128690656416, 'learning_rate': 0.07183860093330872, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 931, 'subsample': 0.680057735948788}",0.6607663830362571,0.659677408245235,0.6262171089110136,0.6337144881428687,0.6450938470838437,0.015363346748681284,9,0.8415129863985229,0.8394129576080197,0.8447380980085102,0.8477083944361581,0.8433431091128027,0.0031542491171957245,-29420.232697925192,-29958.41914247188,-31011.185889875123,-29250.723498734944,29910.140307251786,687.2903705813159,9,-19970.50353693792,-20009.555520056478,-19756.39041809876,-19865.18727799691,19900.409188272515,98.4988941340789
5,7.854520916938782,0.13289926409050773,0.036978185176849365,0.0017429669057188251,0.9159642440417923,1.3606150771755594,0.05504992519695431,2,5,700,0.9793792198447356,"{'colsample_bytree': 0.9159642440417923, 'gamma': 1.3606150771755594, 'learning_rate': 0.05504992519695431, 'max_depth': 2, 'min_child_weight': 5, 'n_estimators': 700, 'subsample': 0.9793792198447356}",0.6624507381535744,0.6777492820212433,0.6414260144522397,0.661063696040689,0.6606724326669366,0.012897275442861454,3,0.7228095323680158,0.7234282410013702,0.7339364952229552,0.733259603702152,0.7283584680736234,0.005249603408279081,-29347.10347156228,-29152.140570113334,-30373.72482505024,-28137.518060694274,29252.621731855033,793.6232742950424,3,-26410.78561364544,-26259.479149976665,-25862.339156575876,-26290.514005022666,26205.779481305162,206.18096715770002
6,8.226087510585785,0.10323713126402202,0.039458394050598145,0.0037886348723379123,0.8850384088698766,0.6092275383467414,0.01976721140063839,3,5,554,0.7659979946695725,"{'colsample_bytree': 0.8850384088698766, 'gamma': 0.6092275383467414, 'learning_rate': 0.01976721140063839, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 554, 'subsample': 0.7659979946695725}",0.6441393119124832,0.6696327367935643,0.627607213671911,0.6403855187936334,0.645441195292898,0.015252346916438623,8,0.7092971753301384,0.7088438743009147,0.7170042868065489,0.7156179117434265,0.7126908120452571,0.0036568318707035615,-30132.60433996413,-29516.985736939958,-30953.466618258204,-28983.132888919597,29896.547396020473,733.3475025432892,8,-27046.85670795701,-26942.9507774016,-26672.58312948111,-27145.997234944192,26952.09696244598,176.62698021803965
7,5.565734922885895,0.05466932394861804,0.038342833518981934,0.005696251537929022,0.8999169470416986,0.34672930701554416,0.049106060757324085,2,5,487,0.5870266456536466,"{'colsample_bytree': 0.8999169470416986, 'gamma': 0.34672930701554416, 'learning_rate': 0.049106060757324085, 'max_depth': 2, 'min_child_weight': 5, 'n_estimators': 487, 'subsample': 0.5870266456536466}",0.6489445647393917,0.6742512925681494,0.6416711510428802,0.6505038046394733,0.6538427032474736,0.01224537878025836,6,0.7116882044115977,0.7133934830731845,0.7214547743973334,0.7226791866796646,0.7173039121404451,0.004820551385307325,-29928.469810602095,-29309.934855897303,-30363.34065799397,-28572.48203498145,29543.556839868703,674.1233217261498,6,-26935.396924331122,-26731.616528750717,-26462.020912945234,-26806.8579886282,26733.973088663817,173.09485078306233
8,9.992339432239532,0.21710061472437495,0.029619157314300537,0.004014741597710763,0.7120408127066865,1.0934205586865593,0.028485445552552703,3,3,829,0.6698524800218595,"{'colsample_bytree': 0.7120408127066865, 'gamma': 1.0934205586865593, 'learning_rate': 0.028485445552552703, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 829, 'subsample': 0.6698524800218595}",0.6703608639354851,0.6744073140079693,0.6426671215817454,0.6607863833780425,0.6620554207258106,0.012237914998609373,2,0.7658033576960245,0.7637907113825917,0.7742329530393586,0.7753350950853132,0.7697905293008219,0.0050589695311714575,-29001.20516013577,-29302.91483427415,-30321.114033324615,-28149.02655736885,29193.565146275847,776.432076059116,2,-24276.300598819405,-24267.815117389506,-23823.49229007843,-24128.054165472855,24123.91554294005,183.16628499707235
9,6.705350697040558,0.041598962476924524,0.0362665057182312,0.0050375689298543715,0.6370901416010887,1.8533177315875884,0.08272719958564209,3,5,561,0.5175897174514872,"{'colsample_bytree': 0.6370901416010887, 'gamma': 1.8533177315875884, 'learning_rate': 0.08272719958564209, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 561, 'subsample': 0.5175897174514872}",0.6624134897583285,0.6698944043012424,0.6306726062481902,0.6357953966038331,0.6496939742278985,0.016769215472619368,7,0.8104929305666646,0.8097351394809417,0.8165072747576316,0.8197988068798071,0.8141335379212613,0.0041931440975464295,-29348.722646121358,-29505.293951863972,-30825.804911015137,-29167.516857939896,29711.83459173509,654.1637769944515,7,-21837.59876396015,-21780.18103951538,-21477.541869304332,-21608.94241201171,21676.066021197894,142.17083194064966
